NazwaDokumentu;ProduktID;Kod;ProduktNazwa;Ilosc;Jednostka;Cena;Wartosc;VAT;CenaBrutto;WartoscBrutto
FS 4501/W/2026;40502;5902431592114;BAJGLE Z SIEMIENIEM LNIANYM BEZGLUTENOWE 190 g INC;2.00;szt;8,88;17,76;5,00;9,32;18,65
FS 4501/W/2026;18573;5900900003215;BARSZCZ BIAŁY JAGLANY BEZGLUTENOWY KONCENTRAT BIO;3.00;szt;4,80;14,40;5,00;5,04;15,12
FS 4501/W/2026;46179;687456216959;BATONIKI OWSIANE SOFT Z CYNAMONEM BEZGLUTENOWE BI;2.00;szt;11,90;23,80;5,00;12,50;24,99
FS 4501/W/2026;3753;5907814663238;BUŁKA TARTA BIO 250 g - BIO PLANET;3.00;szt;5,55;16,65;5,00;5,83;17,48
FS 4501/W/2026;40509;5902431592015;BUŁKI DO HAMBURGERÓW Z SIEMIENIEM LNIANYM BEZGLUT;5.00;szt;5,74;28,70;5,00;6,03;30,14
FS 4501/W/2026;41439;5902431591889;BUŁKI PITA BEZGLUTENOWE (2 szt.) 190 g - INCOLA;2.00;szt;8,63;17,26;5,00;9,06;18,12
FS 4501/W/2026;40500;5902431591407;BUŁKI ŚNIADANIOWE BEZGLUTENOWE 120 g - INCOLA;3.00;szt;7,61;22,83;5,00;7,99;23,97
FS 4501/W/2026;10210;5907738152849;CHIPSY BANANOWE NIESŁODZONE BIO 350 g - BIO PLANE;2.00;szt;10,01;20,02;5,00;10,51;21,02
FS 4501/W/2026;44379;8936181660424;CHIPSY NORI KIMCHI BEZGLUTENOWE 4,5 g - SEN SOY;9.00;szt;2,25;20,25;5,00;2,36;21,26
FS 4501/W/2026;44380;8936181660431;CHIPSY NORI WASABI BEZGLUTENOWE 4,5 g - SEN SOY;9.00;szt;2,08;18,72;5,00;2,18;19,66
FS 4501/W/2026;3881;8713576203516;CHLEB ESSEŃSKI ORKISZOWY BIO 400 g - TERRASANA;2.00;szt;18,83;37,66;5,00;19,77;39,54
FS 4501/W/2026;30936;5900028007775;CHRUPKI KUKURYDZIANE KROKODYLKI BIO 80 g - GRANEX;4.00;szt;5,14;20,56;5,00;5,40;21,59
FS 4501/W/2026;45199;4260229160435;CIASTO NA PIZZĘ CIEMNE NA ZAKWASIE  BIO 400 g - DO;2.00;szt;12,79;25,58;5,00;13,43;26,86
FS 4501/W/2026;9863;5902706730791;GRAVIOLA EKSTRAKT (550 mg) 60 KAPSUŁEK - SOUL FARM;1.00;szt;23,76;23,76;8,00;25,66;25,66
FS 4501/W/2026;43654;5902425051061;GRYKA EKSPANDOWANA BEZGL. BIO 80 g - NATURAVENA;7.00;szt;5,36;37,52;5,00;5,63;39,40
FS 4501/W/2026;46704;7640230493680;HERBATKA ZIOŁOWA OD 5 MIESIĄCA BIO (20 x 1,5 g) 3;2.00;szt;8,59;17,18;5,00;9,02;18,04
FS 4501/W/2026;46705;7640230492904;JABŁKO - ŚLIWKA DLA DZIECI BIO 190 g - HOLLE;3.00;szt;5,27;15,81;5,00;5,53;16,60
FS 4501/W/2026;3571;5905669403078;JAJA PRZEPIÓRCZE (18 szt.) - DARIUSZ;2.00;szt;7,23;14,46;5,00;7,59;15,18
FS 4501/W/2026;10253;5902488066040;KAKAO SPROSZKOWANE ODTŁUSZCZONE BIO 200 g - BIO PL;2.00;szt;13,80;27,60;23,00;16,97;33,95
FS 4501/W/2026;21204;5903900368148;KASZA JAGLANA BEZGLUTENOWA BIO 2 kg - BIO PLANET;1.00;szt;13,50;13,50;5,00;14,18;14,18
FS 4501/W/2026;26252;5902367403409;KASZA JAGLANA EKSPANDOWANA 120 g - NATURAVENA;8.00;szt;4,76;38,08;5,00;5,00;39,98
FS 4501/W/2026;318;5902983780083;KASZA JĘCZMIENNA BIO 1 kg - BIO PLANET;2.00;szt;7,50;15,00;5,00;7,88;15,75
FS 4501/W/2026;9365;5902706270181;KASZA MANNA Z PŁASKURKI BIO 400 g - NIRO;2.00;szt;8,59;17,18;5,00;9,02;18,04
FS 4501/W/2026;9366;5902706270143;KASZA MANNA Z SAMOPSZY BIO 400 g - NIRO;2.00;szt;11,01;22,02;5,00;11,56;23,12
FS 4501/W/2026;10107;5907738159527;KASZA OWSIANA BIO 500 g - BIO PLANET;6.00;szt;4,20;25,20;5,00;4,41;26,46
FS 4501/W/2026;27617;5906750251424;KOLAGEN W PROSZKU 150 g - YOGA LIFE;1.00;szt;22,10;22,10;8,00;23,87;23,87
