NazwaDokumentu;ProduktID;Kod;ProduktNazwa;Ilosc;Jednostka;Cena;Wartosc;VAT;CenaBrutto;WartoscBrutto
ZK 50257/W/01/2026;10083;5902175866076;GROSZEK ZIELONY W ZALEWIE BIO350g(230g)(SŁOIKBIOPL;3.00;szt;5,85;17,55;5,00;6,14;18,43
ZK 50257/W/01/2026;25604;7640104951292;KASZKA OWSIANA PEŁNOZIARNISTA BEZ DODATKU CUKRÓW P;2.00;szt;9,18;18,36;5,00;9,64;19,28
ZK 50257/W/01/2026;43040;5060691233519;MAKARON (KONJAC) PENNE BEZGLUTENOWY BIO 270 g (200;5.00;szt;3,74;18,70;5,00;3,93;19,64
ZK 50257/W/01/2026;46800;5060691237395;MAKARON (KONJAC) UDON BEZGLUTENOWY BIO 270 g (200;5.00;szt;3,66;18,30;5,00;3,84;19,22
ZK 50257/W/01/2026;345;5907814661074;MĄKA AMARANTUSOWA BIO 400 g - BIO PLANET;2.00;szt;7,65;15,30;5,00;8,03;16,07
ZK 50257/W/01/2026;32119;7640230491938;MLEKO KOZIE 4 OD 1 ROKU ŻYCIA BIO 400 g - HOLLE;2.00;szt;42,12;84,24;5,00;44,23;88,45
ZK 50257/W/01/2026;10198;5902488066095;PŁATKI OWSIANE BEZGLUTENOWE BIO 1 kg - BIO PLANET;2.00;szt;10,12;20,24;5,00;10,63;21,25
ZK 50257/W/01/2026;46355;5903853400018;PŁATKI OWSIANE BŁYSK.BEZGL. BIO 300g - BIO PLANET;6.00;szt;3,75;22,50;5,00;3,94;23,63
ZK 50257/W/01/2026;32105;5902650278202;SYROP KLONOWY A BEZGLUTENO BIO 250 ml -BIO PLANET;1.00;szt;15,00;15,00;8,00;16,20;16,20
ZK 50257/W/01/2026;44476;4820219347491;ŻELKI JABŁKO - TRUSKAWKA BEZ ŻELATYNY BEZGLUTENOWE;6.00;szt;4,68;28,08;5,00;4,91;29,48
