NazwaDokumentu;ProduktID;Kod;ProduktNazwa;Ilosc;Jednostka;Cena;Wartosc;VAT;CenaBrutto;WartoscBrutto
ZK 42968/W/01/2026;17988;5907222061770;AMARANTUS EKSPANDOWANY BIO 100 g - HELPA;2.00;szt;9,05;18,10;5,00;9,50;19,01
ZK 42968/W/01/2026;27820;5906750252490;BABCIANKI OWSIANE BEZ DODATKU CUKRÓW 100g-NATURAV;6.00;szt;3,70;22,20;5,00;3,89;23,31
ZK 42968/W/01/2026;43460;5907653106453;BUŁKI DO HOT DOGÓW BEZGLUTENOWE (4 szt.) 260 g -;3.00;szt;5,95;17,85;5,00;6,25;18,74
ZK 42968/W/01/2026;40510;5902431590431;BUŁKI DO HOT-DOGÓW BEZGLUTENOWE (2 szt.) 130 g -;4.00;szt;5,78;23,12;5,00;6,07;24,28
ZK 42968/W/01/2026;40511;5902431590738;BUŁKI KAJZERKI BEZGLUTENOWE 120 g - INCOLA;3.00;szt;6,80;20,40;5,00;7,14;21,42
ZK 42968/W/01/2026;27910;5902367401542;CHLEB JASNY KROJONY BEZGLUTENOWY 200g-NATURAVEN;6.00;szt;6,16;36,96;5,00;6,47;38,81
ZK 42968/W/01/2026;46940;4262367684569;CHRUPKI KUKURYDZIANO - WARZYWNE OD 1 ROKU BIO 30;3.00;szt;5,65;16,95;5,00;5,93;17,80
ZK 42968/W/01/2026;6156;8717496900142;CIECIERZYCA W ZALEWIE BIO 400 g (240 g) (PUSZKA) -;3.00;szt;4,42;13,26;5,00;4,64;13,92
ZK 42968/W/01/2026;248;5902983785644;CUKIER TRZCINOWY JASNY BIO 500 g - BIO PLANET;3.00;szt;5,10;15,30;8,00;5,51;16,52
ZK 42968/W/01/2026;14880;5411788046503;CYKORIA DO ZAPARZANIA BIO 250 g – LIMA;2.00;szt;10,96;21,92;8,00;11,84;23,67
ZK 42968/W/01/2026;2830;5907814665300;FASOLKA BIAŁA BIO 400 g - BIO PLANET;3.00;szt;6,98;20,94;5,00;7,33;21,99
ZK 42968/W/01/2026;10112;5902488067399;FASOLKA W SOSIE POMIDOROWYM BIO 360 g - BIO PLANE;3.00;szt;5,62;16,86;5,00;5,90;17,70
ZK 42968/W/01/2026;1900;8437010207815;GAZPACHO (HISZPAŃSKA ZUPA WARZYWNA) BIO 1 L - BIOS;2.00;szt;11,43;22,86;5,00;12,00;24,00
ZK 42968/W/01/2026;27538;5902367407803;KASZA BULGUR BIO 500 g - NATURAVENA;6.00;szt;6,38;38,28;5,00;6,70;40,19
ZK 42968/W/01/2026;27568;5908445474941;KASZA GRYCZANA PALONA BIO 1 kg - NATURAVENA;3.00;szt;10,62;31,86;5,00;11,15;33,45
ZK 42968/W/01/2026;2790;5907814664808;KASZA JAGLANA BEZGLUTENOWA BIO 400 g - BIO PLANET;6.00;szt;2,10;12,60;5,00;2,21;13,23
ZK 42968/W/01/2026;8402;5907738152504;KASZA JAGLANA BIO (POLSKA) 1 kg - BIO RAJ;2.00;szt;8,33;16,66;5,00;8,75;17,49
ZK 42968/W/01/2026;27547;5906750251394;KASZA MANNA BIO 400 g - NATURAVENA;4.00;szt;5,40;21,60;5,00;5,67;22,68
ZK 42968/W/01/2026;20685;5903900366373;KASZKA JAGLANA BEZ DODATKU CUKRÓW BIO 200 g - BIOM;3.00;szt;6,38;19,14;5,00;6,70;20,10
ZK 42968/W/01/2026;46640;5903853400230;KASZKA KUKURYDZIANA BEZ DODATKU CUKRÓW BIO 200 g;4.00;szt;4,29;17,16;5,00;4,50;18,02
ZK 42968/W/01/2026;6174;8717496907097;KONCENTRAT POMIDOROWY 22% BIO 70 g - LA BIO IDEA;5.00;szt;3,61;18,05;5,00;3,79;18,95
ZK 42968/W/01/2026;35406;5904954645445;KÓŁKA ZBOŻOWE MIODOWE BEZGLUTENOWE 375 g - JERRY G;2.00;szt;9,01;18,02;5,00;9,46;18,92
ZK 42968/W/01/2026;34168;5060691233441;MAKARON (KONJAC) GOTOWY NA WOKA BEZGLUTENOWY BIO 2;5.00;szt;4,00;20,00;5,00;4,20;21,00
ZK 42968/W/01/2026;30968;5060691233540;MAKARON (KONJAC) PAPPARDELLE BEZGLUTENOWY BIO 270;5.00;szt;4,00;20,00;5,00;4,20;21,00
ZK 42968/W/01/2026;43040;5060691233519;MAKARON (KONJAC) PENNE BEZGLUTENOWY BIO 270 g (200;5.00;szt;3,74;18,70;5,00;3,93;19,64
ZK 42968/W/01/2026;30970;5060691233557;MAKARON (KONJAC) UDON BEZGLUTENOWY BIO 270 g (200;5.00;szt;4,00;20,00;5,00;4,20;21,00
ZK 42968/W/01/2026;12144;8009004810600;MAKARON PŁASKURK GWIAZD B1 DZIECI 6m BIO 500g ALCE;2.00;szt;13,34;26,68;5,00;14,01;28,01
ZK 42968/W/01/2026;345;5907814661074;MĄKA AMARANTUSOWA BIO 400 g - BIO PLANET;2.00;szt;7,65;15,30;5,00;8,03;16,07
ZK 42968/W/01/2026;350;5902983781233;MĄKA JAGLANA BIO 1 kg - BIO PLANET;2.00;szt;7,65;15,30;5,00;8,03;16,07
ZK 42968/W/01/2026;314;5902175869985;MĄKA Z PSZENICY DURUM (SEMOLINA) BIO 500g-BIO PLAN;4.00;szt;4,58;18,32;5,00;4,81;19,24
ZK 42968/W/01/2026;32119;7640230491938;MLEKO KOZIE 4 OD 1 ROKU ŻYCIA BIO 400 g - HOLLE;1.00;szt;42,12;42,12;5,00;44,23;44,23
ZK 42968/W/01/2026;30173;7640161877085;MUS BRZOSKWINIOWA PANDA (BRZOSKWINIA - BANAN - MOR;5.00;szt;3,87;19,35;5,00;4,06;20,32
ZK 42968/W/01/2026;6824;5907814667045;MUSLI ORZECHOWE BIO 600 g - BIO PLANET;2.00;szt;9,75;19,50;5,00;10,24;20,48
ZK 42968/W/01/2026;35404;5904954645438;MUSZELKI ZBOŻOWE CYNAMONOWE BEZGLUTENOWE 375 g -;2.00;szt;9,52;19,04;5,00;10,00;19,99
ZK 42968/W/01/2026;31066;5907784827401;NATURAL WODA MINER ŚRED LEKKO GAZ 860ml(SZKŁ)-JAVA;4.00;szt;5,02;20,08;23,00;6,17;24,70
ZK 42968/W/01/2026;31373;7640161878976;NATURALNA WODA MINERALNA NIEGAZOWANA DLA NIEMOWLĄT;6.00;szt;3,14;18,84;23,00;3,86;23,17
ZK 42968/W/01/2026;33189;5907707433559;OCET MALINOWY ŻYWY 330 ml - PROSTO ZE WSI;1.00;szt;17,85;17,85;23,00;21,96;21,96
ZK 42968/W/01/2026;16015;5907722373267;OLEJ SEZAMOWY TŁOCZONY NA ZIMNO BIO 250 ml - BIOOI;1.00;szt;16,79;16,79;5,00;17,63;17,63
ZK 42968/W/01/2026;42291;8031301141262;OLEJ Z PESTEK DYNI TŁOCZONY NA ZIMNO BIO 250 ml -;1.00;szt;20,57;20,57;5,00;21,60;21,60
ZK 42968/W/01/2026;32462;7640161878952;OLIWA Z OLIWEK EXTRA VIRGIN DEMETER BIO 250 ml -;1.00;szt;28,22;28,22;5,00;29,63;29,63
ZK 42968/W/01/2026;6770;8718976016285;PIADINA ORKISZOWA BIO (4 szt.) 260 g - LA BIO IDEA;2.00;szt;11,22;22,44;5,00;11,78;23,56
ZK 42968/W/01/2026;12297;5902581618474;PIEPRZ KOLOROWY ZIARNO (UZUPEŁNIENIE) BIO 160 g -;1.00;szt;26,82;26,82;8,00;28,97;28,97
ZK 42968/W/01/2026;10172;5902983789499;PŁATKI MIGDAŁOWE BIO 300 g - BIO PLANET;1.00;szt;19,50;19,50;5,00;20,48;20,48
ZK 42968/W/01/2026;46556;7640230493178;PRECELKI ORKISZOWE CYFERKI DLA DZIECI BIO 80 g -;3.00;szt;1,44;4,32;5,00;1,51;4,54
