NazwaDokumentu;ProduktID;Kod;ProduktNazwa;Ilosc;Jednostka;Cena;Wartosc;VAT;CenaBrutto;WartoscBrutto
FS 15851/W/2026;5907;5902650274570;BROKUŁY ŚWIEŻE BIO (około 0,50 kg);1.00;szt;7,68;7,68;5,00;8,06;8,06
FS 15851/W/2026;122;4048885051430;BULION - KOSTKI WARZYWNE BEZ DODATKU DROŻDŻY BIO 8;8.00;szt;4,08;32,64;5,00;4,28;34,27
FS 15851/W/2026;32703;5998858706852;BUŁKA TARTA BEZGLUTENOWA BIO 200 g - BIOPONT;3.00;szt;6,63;19,89;5,00;6,96;20,88
FS 15851/W/2026;6560;5902650272804;BURAK CZERWONY ŚWIEŻY BIO (POLSKA) (około 1,00 kg);8.00;szt;3,61;28,88;5,00;3,79;30,32
FS 15851/W/2026;44381;8936181660448;CHIPSY NORI TERIYAKI 4,5 g - SEN SOY;9.00;szt;2,25;20,25;5,00;2,36;21,26
FS 15851/W/2026;6741;8718976009584;CHIPSY TORTILLA KUKURYDZIANE PAPRYKOWE BEZGLUTENOW;4.00;szt;4,55;18,20;5,00;4,78;19,11
FS 15851/W/2026;8119;8717496900081;CHIPSY TORTILLA KUKURYDZIANE SEROWE BEZGLUTENOWE B;3.00;szt;7,95;23,85;5,00;8,35;25,04
FS 15851/W/2026;47500;8005221302904;CHLEB TOSTOWY PROTEINOWY KROJONY 400 g - IL BUON;2.00;szt;5,87;11,74;5,00;6,16;12,33
FS 15851/W/2026;32155;5907652545543;CHRUPKI PIRAMIDKI PROTEINOWE O SMAKU POMIDORA Z B;10.00;szt;3,19;31,90;5,00;3,35;33,50
FS 15851/W/2026;32156;5904730218344;CHRUPKI PIRAMIDKI PROTEINOWE O SMAKU SERA I CEBULI;5.00;szt;2,89;14,45;5,00;3,03;15,17
FS 15851/W/2026;40541;5904730218139;CHRUPKI PIRAMIDKI PROTEINOWE O SMAKU SŁODKIEJ PAPR;15.00;szt;2,89;43,35;5,00;3,03;45,52
FS 15851/W/2026;21105;4260229160305;CIASTO FRANCUSKIE MAŚLANE BIO 275 g - DONAU STRUD;2.00;szt;12,07;24,14;5,00;12,67;25,35
FS 15851/W/2026;20396;8699367125529;FARBA DO WŁOSÓW BRĄZ 4.00 - BIOMAGIC;2.00;szt;16,45;32,90;23,00;20,23;40,47
FS 15851/W/2026;15517;5902650274587;JABŁKA NA SOK ŚWIEŻE BIO (POLSKA) (około 1,00 kg);4.00;szt;5,06;20,24;5,00;5,31;21,25
FS 15851/W/2026;11972;5903900368650;JABŁKA ŚWIEŻE BIO (GALA - POLSKA) (około 1,00 kg);1.00;szt;6,84;6,84;5,00;7,18;7,18
FS 15851/W/2026;9501;5902983782247;JARMUŻ ŚWIEŻY BIO (około 0,25 kg);8.00;szt;4,80;38,40;5,00;5,04;40,32
FS 15851/W/2026;18157;5907738158063;KASZA GRYCZANA KRAKOWSKA NIEP BIO 500 g - BIO RAJ;4.00;szt;4,85;19,40;5,00;5,09;20,37
FS 15851/W/2026;8402;5907738152504;KASZA JAGLANA BIO (POLSKA) 1 kg - BIO RAJ;2.00;szt;8,33;16,66;5,00;8,75;17,49
FS 15851/W/2026;222;4019736005544;KETCHUP BEZGLUTENOWY BIO 500 ml - ZWERGENWIESE;2.00;szt;11,18;22,36;8,00;12,07;24,15
FS 15851/W/2026;7226;5907766463016;KIEŁKI SŁONECZNIKA ŚWIEŻE BIO (około 50 g);3.00;szt;3,66;10,98;5,00;3,84;11,53
FS 15851/W/2026;44692;5905679882320;KORPUSY DESEROWE KRUCHE BEZGLUTENOWE 200 g - NEW M;2.00;szt;8,80;17,60;5,00;9,24;18,48
FS 15851/W/2026;47126;4751002121922;KRAKERSY Z CIECIERZYCY Z CEBULĄ BIO 80 g - KRIPPU;4.00;szt;6,29;25,16;5,00;6,60;26,42
FS 15851/W/2026;45178;4751022365849;KULKI PROTEINOWE MIODOWE BIO 150 g - NORDCRUNCH;3.00;szt;5,31;15,93;5,00;5,58;16,73
FS 15851/W/2026;44039;5902565216979;LIZAK Z CZEKOLADY KOKOSOWEJ BEZ DODATKU CUKRU BIO;8.00;szt;3,95;31,60;23,00;4,86;38,87
FS 15851/W/2026;30966;5060691233526;MAKARON (KONJAC) LASAGNE BEZGLUTENOWY BIO 270 g (2;5.00;szt;4,00;20,00;5,00;4,20;21,00
FS 15851/W/2026;42246;5999885485314;MAKARON (KUKURYDZIANY) ŚWIEDERKI EZGLUTENOWY 450 g;6.00;szt;4,42;26,52;5,00;4,64;27,85
FS 15851/W/2026;42506;8017356000082;MAKARON (SEMOLINOWY) PENNE BIO 5 kg - HORECA;1.00;szt;51,85;51,85;5,00;54,44;54,44
FS 15851/W/2026;2952;8009004120020;MAKARON (Z PŁASKURKI RAZOWY) PENNE BIO 500 g - ALC;2.00;szt;10,24;20,48;5,00;10,75;21,50
FS 15851/W/2026;11102;8588003339416;MAKARON (Z ZIELONEJ SOI) FETTUCCINE BEZGL MAXSPORT;2.00;szt;7,48;14,96;5,00;7,85;15,71
FS 15851/W/2026;31099;5901902002596;MAKARON PROTEINOWY (Z SOCZEWICY CZERWONEJ) WARKOCZ;3.00;szt;6,04;18,12;5,00;6,34;19,03
FS 15851/W/2026;10166;5902983786801;MANGO SUSZONE BIO 400 g - BIO PLANET;1.00;szt;23,63;23,63;5,00;24,81;24,81
FS 15851/W/2026;25076;5901785341140;MĄKA ORKISZOWA JASNA TYP 550 BIO 1 kg - BIO LIFE;7.00;szt;10,84;75,88;5,00;11,38;79,67
FS 15851/W/2026;44769;5902425050859;MĄKA Z SAMOPSZY PEŁNOZIARNISTA BIO 1 kg - BIO PLA;2.00;szt;9,38;18,76;5,00;9,85;19,70
FS 15851/W/2026;43284;5902560392166;MIESZANKA UNIWERSALNA BEZGLUTENOWA 1 kg - GRANO;4.00;szt;7,10;28,40;5,00;7,46;29,82
FS 15851/W/2026;32768;7640161876989;MUS BURACZANA ZEBRA (JABŁKO - BANAN - BURAK) BEZ D;5.00;szt;3,87;19,35;5,00;4,06;20,32
FS 15851/W/2026;6078;5998858706579;PALUSZKI SOLONE BEZGLUTENOWE BIO 45 g - BIOPONT;6.00;szt;3,27;19,62;5,00;3,43;20,60
FS 15851/W/2026;12297;5902581618474;PIEPRZ KOLOROWY ZIARNO (UZUPEŁNIENIE) BIO 160 g -;1.00;szt;26,82;26,82;8,00;28,97;28,97
FS 15851/W/2026;10199;5902488066118;PŁATKI OWSIANE BEZGLUTENOWE BIO 600 g - BIO PLANET;12.00;szt;5,78;69,36;5,00;6,07;72,83
FS 15851/W/2026;16125;5907738156236;PŁATKI OWSIANE BEZGLUTENOWE BIO(PL)350 g - BIO RAJ;6.00;szt;3,83;22,98;5,00;4,02;24,13
FS 15851/W/2026;31431;5902596171513;PŁATKI OWSIANE GÓRSKIE BIO 1 kg - BIO PLANET;2.00;szt;7,88;15,76;5,00;8,27;16,55
FS 15851/W/2026;3689;4019555700071;PŁYN DO PRANIA WEŁNIANYCH I JEDWABNYCH UBRAŃ (KONC;1.00;szt;17,85;17,85;23,00;21,96;21,96
FS 15851/W/2026;6038;253721;POMIDORY NA GAŁĄZCE ŚWIEŻE BIO (około 0,45 kg);0.460;kg;16,29;7,49;5,00;17,10;7,86
FS 15851/W/2026;22400;5903900368070;POMIDORY SUSZONE W OLEJU BIO 280 g - BIO PLANET;2.00;szt;11,63;23,26;5,00;12,21;24,42
FS 15851/W/2026;13672;5904730218573;POPCORN(ZIARNO KUKURYDZY NIEBI) B/G BIO 350-BLUECO;3.00;szt;7,52;22,56;5,00;7,90;23,69
FS 15851/W/2026;32641;3800233781236;PRALINY Z NADZIENIEM Z KREMU MIGDAŁOWEGO BIO (3 x;3.00;szt;6,04;18,12;23,00;7,43;22,29
FS 15851/W/2026;7996;5907814661999;SELER NACIOWY ŚWIEŻY BIO (około 0,30 kg);26.00;szt;5,86;152,36;5,00;6,15;159,98
FS 15851/W/2026;23020;4006040063339;SOJA EDAMAME W ZALEWIE BIO 200 g (130 g) (PUSZKA);3.00;szt;7,10;21,30;5,00;7,46;22,37
FS 15851/W/2026;26360;5902367402594;SOK Z ŻURAWINY 100 % 250 ml - NATURAVENA;6.00;szt;4,72;28,32;5,00;4,96;29,74
FS 15851/W/2026;38149;4018462198001;SOS GRILL & BURGER BEZGLUTENOWY BIO 300 ml - BYOD;2.00;szt;13,35;26,70;8,00;14,42;28,84
FS 15851/W/2026;17290;8718421272181;SOS MANGO - CHILI BIO 250 ml - BIO BANDITS;2.00;szt;9,52;19,04;8,00;10,28;20,56
FS 15851/W/2026;11783;5904730012669;TALARKI JAGLANO-KUKURYDZIANE BIO 55 g - BIOMINKI;6.00;szt;3,23;19,38;5,00;3,39;20,35
FS 15851/W/2026;3253;5907814668141;WŁOSZCZYZNA ŚWIEŻA BIO (POLSKA) (około 0,60 kg);1.00;szt;7,82;7,82;5,00;8,21;8,21
FS 15851/W/2026;19844;5900238562866;WODA ŹRÓDLANA NIEGAZOWANA 700 ml (SZKŁO) - BABY ZD;30.00;szt;5,06;151,80;23,00;6,22;186,71
