NazwaDokumentu;ProduktID;Kod;ProduktNazwa;Ilosc;Jednostka;Cena;Wartosc;VAT;CenaBrutto;WartoscBrutto
ZK 107676/W/02/2026;47000;5903853408854;!GRATIS -  LIZAK Z CZEKOLADY KOKOSOWEJ BEZ DODATKU;3.00;szt;0,01;0,03;23,00;0,01;0,04
ZK 107676/W/02/2026;122;4048885051430;BULION - KOSTKI WARZYWNE BEZ DODATKU DROŻDŻY BIO 8;8.00;szt;4,08;32,64;5,00;4,28;34,27
ZK 107676/W/02/2026;47500;8005221302904;CHLEB TOSTOWY PROTEINOWY KROJONY 400 g - IL BUON;2.00;szt;5,86;11,72;5,00;6,15;12,31
ZK 107676/W/02/2026;18157;5907738158063;KASZA GRYCZANA KRAKOWSKA NIEP BIO 500 g - BIO RAJ;4.00;szt;4,84;19,36;5,00;5,08;20,33
ZK 107676/W/02/2026;8402;5907738152504;KASZA JAGLANA BIO (POLSKA) 1 kg - BIO RAJ;2.00;szt;8,33;16,66;5,00;8,75;17,49
ZK 107676/W/02/2026;222;4019736005544;KETCHUP BEZGLUTENOWY BIO 500 ml - ZWERGENWIESE;2.00;szt;11,18;22,36;8,00;12,07;24,15
ZK 107676/W/02/2026;44692;5905679882320;KORPUSY DESEROWE KRUCHE BEZGLUTENOWE 200 g - NEW M;2.00;szt;8,80;17,60;5,00;9,24;18,48
ZK 107676/W/02/2026;47126;4751002121922;KRAKERSY Z CIECIERZYCY Z CEBULĄ BIO 80 g - KRIPPU;4.00;szt;6,29;25,16;5,00;6,60;26,42
ZK 107676/W/02/2026;44039;5902565216979;LIZAK Z CZEKOLADY KOKOSOWEJ BEZ DODATKU CUKRU BIO;8.00;szt;3,95;31,60;23,00;4,86;38,87
ZK 107676/W/02/2026;30966;5060691233526;MAKARON (KONJAC) LASAGNE BEZGLUTENOWY BIO 270 g (2;5.00;szt;4,00;20,00;5,00;4,20;21,00
ZK 107676/W/02/2026;42506;8017356000082;MAKARON (SEMOLINOWY) PENNE BIO 5 kg - HORECA;1.00;szt;51,85;51,85;5,00;54,44;54,44
ZK 107676/W/02/2026;2952;8009004120020;MAKARON (Z PŁASKURKI RAZOWY) PENNE BIO 500 g - ALC;2.00;szt;10,24;20,48;5,00;10,75;21,50
ZK 107676/W/02/2026;31099;5901902002596;MAKARON PROTEINOWY (Z SOCZEWICY CZERWONEJ) WARKOCZ;3.00;szt;6,04;18,12;5,00;6,34;19,03
ZK 107676/W/02/2026;10166;5902983786801;MANGO SUSZONE BIO 400 g - BIO PLANET;1.00;szt;23,62;23,62;5,00;24,80;24,80
ZK 107676/W/02/2026;25076;5901785341140;MĄKA ORKISZOWA JASNA TYP 550 BIO 1 kg - BIO LIFE;7.00;szt;10,84;75,88;5,00;11,38;79,67
ZK 107676/W/02/2026;44769;5902425050859;MĄKA Z SAMOPSZY PEŁNOZIARNISTA BIO 1 kg - BIO PLA;2.00;szt;9,38;18,76;5,00;9,85;19,70
ZK 107676/W/02/2026;43284;5902560392166;MIESZANKA UNIWERSALNA BEZGLUTENOWA 1 kg - GRANO;4.00;szt;7,10;28,40;5,00;7,46;29,82
ZK 107676/W/02/2026;32768;7640161876989;MUS BURACZANA ZEBRA (JABŁKO - BANAN - BURAK) BEZ D;5.00;szt;3,87;19,35;5,00;4,06;20,32
ZK 107676/W/02/2026;12297;5902581618474;PIEPRZ KOLOROWY ZIARNO (UZUPEŁNIENIE) BIO 160 g -;1.00;szt;26,82;26,82;8,00;28,97;28,97
ZK 107676/W/02/2026;10199;5902488066118;PŁATKI OWSIANE BEZGLUTENOWE BIO 600 g - BIO PLANET;12.00;szt;5,78;69,36;5,00;6,07;72,83
ZK 107676/W/02/2026;16125;5907738156236;PŁATKI OWSIANE BEZGLUTENOWE BIO(PL)350 g - BIO RAJ;6.00;szt;3,82;22,92;5,00;4,01;24,07
ZK 107676/W/02/2026;31431;5902596171513;PŁATKI OWSIANE GÓRSKIE BIO 1 kg - BIO PLANET;2.00;szt;7,88;15,76;5,00;8,27;16,55
ZK 107676/W/02/2026;22400;5903900368070;POMIDORY SUSZONE W OLEJU BIO 280 g - BIO PLANET;2.00;szt;11,62;23,24;5,00;12,20;24,40
ZK 107676/W/02/2026;32641;3800233781236;PRALINY Z NADZIENIEM Z KREMU MIGDAŁOWEGO BIO (3 x;3.00;szt;6,04;18,12;23,00;7,43;22,29
ZK 107676/W/02/2026;23020;4006040063339;SOJA EDAMAME W ZALEWIE BIO 200 g (130 g) (PUSZKA);3.00;szt;7,10;21,30;5,00;7,46;22,37
ZK 107676/W/02/2026;26360;5902367402594;SOK Z ŻURAWINY 100 % 250 ml - NATURAVENA;6.00;szt;4,72;28,32;5,00;4,96;29,74
ZK 107676/W/02/2026;38149;4018462198001;SOS GRILL & BURGER BEZGLUTENOWY BIO 300 ml - BYOD;2.00;szt;13,34;26,68;8,00;14,41;28,81
ZK 107676/W/02/2026;17290;8718421272181;SOS MANGO - CHILI BIO 250 ml - BIO BANDITS;2.00;szt;9,52;19,04;8,00;10,28;20,56
ZK 107676/W/02/2026;19844;5900238562866;WODA ŹRÓDLANA NIEGAZOWANA 700 ml (SZKŁO) - BABY ZD;30.00;szt;5,06;151,80;23,00;6,22;186,71
