NazwaDokumentu;ProduktID;Kod;ProduktNazwa;Ilosc;Jednostka;Cena;Wartosc;VAT;CenaBrutto;WartoscBrutto
ZK 114015/W/02/2026;40501;5902431592091;BAJGLE Z MAKIEM BEZGLUTENOWE (2 szt.) 190 g - I;6.00;szt;8,88;53,28;5,00;9,32;55,94
ZK 114015/W/02/2026;40502;5902431592114;BAJGLE Z SIEMIENIEM LNIANYM BEZGLUTENOWE 190 g INC;6.00;szt;8,88;53,28;5,00;9,32;55,94
ZK 114015/W/02/2026;46445;3800233783063;BATONIK Z NADZIENIEM ORZECHOWYM W CZEKOLADZIE BIO;4.00;szt;4,25;17,00;23,00;5,23;20,91
ZK 114015/W/02/2026;10961;4000345051138;BULION - KOSTKI WOŁOWE BEZ DODATKU CUKRÓWCOMPAGNIE;3.00;szt;6,38;19,14;5,00;6,70;20,10
ZK 114015/W/02/2026;45472;5902431593937;BUŁKA KAJZERKA XL BEZGLUTENOWA 240 g - INCOLA;6.00;szt;10,24;61,44;5,00;10,75;64,51
ZK 114015/W/02/2026;47133;5907623359100;BUŁKI KAJZERKI BEZGLUTENOWE (4 szt.) 240 g - WISO;5.00;szt;7,14;35,70;5,00;7,50;37,49
ZK 114015/W/02/2026;40511;5902431590738;BUŁKI KAJZERKI BEZGLUTENOWE 120 g - INCOLA;4.00;szt;6,80;27,20;5,00;7,14;28,56
ZK 114015/W/02/2026;47134;5907623359087;BUŁKI KAJZERKI WIELOZIARNISTE BEZGLUTENOWE 240 g;4.00;szt;7,86;31,44;5,00;8,25;33,01
ZK 114015/W/02/2026;40500;5902431591407;BUŁKI ŚNIADANIOWE BEZGLUTENOWE 120 g - INCOLA;3.00;szt;7,61;22,83;5,00;7,99;23,97
ZK 114015/W/02/2026;40461;5901866005916;CHLEB OWSIANY BEZGLUTENOWY 430 g - GLUTENEX;2.00;szt;12,20;24,40;5,00;12,81;25,62
ZK 114015/W/02/2026;47500;8005221302904;CHLEB TOSTOWY PROTEINOWY KROJONY 400 g - IL BUON;1.00;szt;5,86;5,86;5,00;6,15;6,15
ZK 114015/W/02/2026;46940;4262367684569;CHRUPKI KUKURYDZIANO - WARZYWNE OD 1 ROKU BIO 30;4.00;szt;5,65;22,60;5,00;5,93;23,73
ZK 114015/W/02/2026;46417;4044889005264;CZEKOLADA GORZKA 85% BIO 80 g - VIVANI;2.00;szt;8,76;17,52;23,00;10,77;21,55
ZK 114015/W/02/2026;6836;5907814667786;FASOLKA PINTO BIO 400 g - BIO PLANET;3.00;szt;6,22;18,66;5,00;6,53;19,59
ZK 114015/W/02/2026;3793;4012852204235;FRESH LEMON (LEMONIADA) BIO 330 ml - NOW;4.00;szt;5,27;21,08;23,00;6,48;25,93
ZK 114015/W/02/2026;1900;8437010207815;GAZPACHO (HISZPAŃSKA ZUPA WARZYWNA) BIO 1 L - BIOS;7.00;szt;11,43;80,01;5,00;12,00;84,01
ZK 114015/W/02/2026;7703;5902768527933;GORCZYCA BIAŁA BIO 90 g - DARY NATURY;5.00;szt;4,46;22,30;5,00;4,68;23,42
ZK 114015/W/02/2026;10066;5903900368155;KASZA GRYCZANA NIEPALONA BEZGLUTENOWA BIO 2 kg-BP;1.00;szt;14,62;14,62;5,00;15,35;15,35
ZK 114015/W/02/2026;10441;4006040016533;KREM KOKOSOWO - MIGDAŁOWY Z DAKTYLAMI BIO 250 g -;4.00;szt;21,89;87,56;5,00;22,98;91,94
ZK 114015/W/02/2026;30970;5060691233557;MAKARON (KONJAC) UDON BEZGLUTENOWY BIO 270 g (200;5.00;szt;4,00;20,00;5,00;4,20;21,00
ZK 114015/W/02/2026;43987;8718976020121;MAKARON (ORZO RAZOWY) BIO 400 g - LA BIO IDEA;3.00;szt;9,05;27,15;5,00;9,50;28,51
ZK 114015/W/02/2026;43281;5902560390384;MIESZANKA DO WYPIEKU CHLEBA JASNEGO BEZGLUTENOWA;4.00;szt;7,40;29,60;5,00;7,77;31,08
ZK 114015/W/02/2026;43282;5902560390407;MIESZANKA DO WYPIEKU CHLEBA PROMNICKIEGO BEZGLUTE;10.00;szt;7,69;76,90;5,00;8,07;80,75
ZK 114015/W/02/2026;43283;5902560390391;MIESZANKA DO WYPIEKU CHLEBA RAZOWEGO BEZGLUTENOWA;4.00;szt;7,69;30,76;5,00;8,07;32,30
ZK 114015/W/02/2026;4727;5907814664068;MIGDAŁY BIO 350 g - BIO PLANET;1.00;szt;20,62;20,62;5,00;21,65;21,65
ZK 114015/W/02/2026;25664;8019428007449;NAPÓJ MIGDAŁOWY 6 % BEZ CUKRU BEZGLUTENOWY BIO 1 L;2.00;szt;9,94;19,88;5,00;10,44;20,87
ZK 114015/W/02/2026;8646;5902741007780;NASIONA BROKUŁU BIO NA KIEŁKI 30 g - DARY NATURY;3.00;szt;6,38;19,14;5,00;6,70;20,10
ZK 114015/W/02/2026;10100;5902983781615;OGÓRKI KISZONE BIO 820 g (460 g) - BIO PLANET;2.00;szt;9,52;19,04;5,00;10,00;19,99
ZK 114015/W/02/2026;47813;5907709956599;OLEJ Z PESTEK DYNI TŁOCZONY NA ZIMNO BIO 250 ml -;1.00;szt;19,55;19,55;5,00;20,53;20,53
ZK 114015/W/02/2026;2732;5907814661302;ORZECHY BRAZYLIJSKIE BIO 150 g - BIO PLANET;1.00;szt;17,48;17,48;5,00;18,35;18,35
ZK 114015/W/02/2026;2734;5907814661401;ORZECHY LASKOWE BIO 100 g - BIO PLANET;3.00;szt;6,90;20,70;5,00;7,25;21,74
ZK 114015/W/02/2026;31704;5908445471193;ORZECHY WŁOSKIE BIO 300 g - THE PLANET;2.00;szt;15,75;31,50;5,00;16,54;33,08
ZK 114015/W/02/2026;34768;8595582428196;OTRĘBY GRYCZANE BEZGLUTENOWE BIO 500 g - PROBIO;3.00;szt;5,86;17,58;5,00;6,15;18,46
ZK 114015/W/02/2026;16563;4016249150389;PASTA KREMOWA TOSKANA BEZGLUTENOWA BIO 140 g - AL;3.00;szt;7,14;21,42;8,00;7,71;23,13
ZK 114015/W/02/2026;9686;4016249172350;PASTA KREMOWA Z AWOKADO BEZGLUTENOWA BIO g - ALLOS;3.00;szt;7,40;22,20;8,00;7,99;23,98
ZK 114015/W/02/2026;7248;4016249150358;PASTA KREMOWA Z MANGO I CURRY BEZGLUTENOWg - ALLOS;3.00;szt;7,40;22,20;8,00;7,99;23,98
ZK 114015/W/02/2026;6827;5907814667076;PŁATKI GRYCZANE BIO 600 g - BIO PLANET;2.00;szt;9,75;19,50;5,00;10,24;20,48
ZK 114015/W/02/2026;16041;5907738152641;PŁATKI KUKURYDZIANO-KAKAOWE BIO 300 g - BIOMINKI;2.00;szt;8,50;17,00;5,00;8,93;17,85
ZK 114015/W/02/2026;16124;5907738156229;PŁATKI OWSIANE BEZGLUTENOWE BIO(POLSKA)1kg-BIORAJ;3.00;szt;9,35;28,05;5,00;9,82;29,45
ZK 114015/W/02/2026;31431;5902596171513;PŁATKI OWSIANE GÓRSKIE BIO 1 kg - BIO PLANET;2.00;szt;7,88;15,76;5,00;8,27;16,55
ZK 114015/W/02/2026;46208;5906750251417;PŁATKI OWSIANE GÓRSKIE BIO 1,5 kg - THE PLANET;2.00;szt;10,72;21,44;5,00;11,26;22,51
ZK 114015/W/02/2026;45188;5902425055915;PŁATKI OWSIANE GÓRSKIE BIO 400 g - THE PLANET;5.00;szt;3,60;18,00;5,00;3,78;18,90
ZK 114015/W/02/2026;34479;3800233781243;PRALINY Z NADZIENIEM Z KREMU Z ORZECHÓW LASKOWYCH;3.00;szt;6,29;18,87;23,00;7,74;23,21
ZK 114015/W/02/2026;5279;5907814669346;QUINOA BIAŁA (KOMOSA RYŻOWA) BIO 1 kg - BIO PLANET;1.00;szt;21,64;21,64;5,00;22,72;22,72
ZK 114015/W/02/2026;6820;5907814666574;QUINOA EKSPANDOWANA BIO 150 g - BIO PLANET;3.00;szt;7,65;22,95;5,00;8,03;24,10
ZK 114015/W/02/2026;43584;5902425050996;RYŻ CZARNY PEŁNOZIARNISTY (UE) BIO 500 g - BP;2.00;szt;11,21;22,42;5,00;11,77;23,54
ZK 114015/W/02/2026;368;5902983782797;SOCZEWICA ZIELONA BIO 500 g - BIO PLANET;2.00;szt;10,50;21,00;5,00;11,03;22,05
ZK 114015/W/02/2026;29982;8712439011459;TAHINI CZARNE (PASTA SEZAMOWA Z CZARNEGO SEZAMU);1.00;szt;18,70;18,70;5,00;19,64;19,64
ZK 114015/W/02/2026;25564;5907784827227;WODA JAVA ALKALICZNA NIEGAZOWANA 860 ml - WODY KA;44.00;szt;5,02;220,88;23,00;6,17;271,68
ZK 114015/W/02/2026;10445;5900238562194;WODA ŹRÓDLANA NIEGAZOWANA 1,5 L - BABY ZDRÓJ;6.00;szt;4,08;24,48;23,00;5,02;30,11
ZK 114015/W/02/2026;19844;5900238562866;WODA ŹRÓDLANA NIEGAZOWANA 700 ml (SZKŁO) - BABY ZD;42.00;szt;5,06;212,52;23,00;6,22;261,40
ZK 114015/W/02/2026;6799;5902605417885;ŻELKI MISIE BEZ ŻEL. BEZG BIO 400 g - BIOMINKI;1.00;szt;22,10;22,10;23,00;27,18;27,18
ZK 114015/W/02/2026;18574;5900900003093;ŻUREK ŻYTNI KONCENTRAT BIO 320 ml - KOWALEWSKI;4.00;szt;4,50;18,00;5,00;4,73;18,90
